,year,price,transmission,mileage,tax,mpg,engineSize
32504,2017,15762,0,26000,125.0,60.1,2.0
32505,2019,16982,0,4000,145.0,60.1,1.0
32506,2016,8992,0,35646,20.0,60.1,1.0
32507,2015,8942,0,33000,20.0,60.1,1.0
32508,2018,10499,0,34886,145.0,65.7,1.0
32509,2018,10000,0,32620,145.0,65.7,1.0
32510,2019,16299,1,8398,145.0,48.7,1.0
32511,2019,16500,1,5220,145.0,48.7,1.0
32512,2017,11399,0,18001,20.0,62.8,1.0
32513,2019,16800,0,30,145.0,58.9,1.0
32514,2019,22000,1,13917,145.0,64.2,2.0
32515,2018,10800,0,6866,145.0,58.9,1.0
32516,2016,9200,0,36500,20.0,61.4,1.0
32517,2017,16200,1,35136,150.0,58.9,2.0
32518,2016,15496,0,50000,125.0,56.5,2.0
32519,2017,13985,1,51000,125.0,57.7,2.0
32520,2017,12429,1,15000,125.0,51.4,1.0
32521,2019,14890,0,11399,145.0,58.9,1.0
32522,2019,13880,0,7292,145.0,56.5,1.0
32523,2019,14850,0,11788,145.0,58.9,1.0
32524,2017,10890,1,41934,125.0,51.4,1.0
32525,2019,11590,0,356,145.0,47.9,1.2
32526,2019,12840,0,66,145.0,43.5,1.2
32527,2019,11950,0,89,145.0,47.9,1.2
32528,2019,12800,0,162,145.0,43.5,1.2
32529,2019,12890,0,300,145.0,43.5,1.2
32530,2019,12000,0,1553,145.0,47.9,1.2
32531,2019,11990,0,344,145.0,47.9,1.2
32532,2019,12000,0,255,145.0,47.9,1.2
32533,2019,12430,0,344,145.0,47.9,1.2
32534,2019,11950,0,48,145.0,47.9,1.2
32535,2019,11790,0,327,145.0,47.9,1.2
32536,2019,12780,0,339,145.0,43.5,1.2
32537,2017,13890,1,14651,145.0,67.3,1.5
32538,2018,15900,0,14561,150.0,60.1,2.0
32539,2019,16500,0,4446,150.0,60.1,1.0
32540,2016,9481,0,27000,125.0,53.3,1.0
32541,2017,11257,0,17000,150.0,74.3,1.5
32542,2017,10997,0,12000,145.0,65.7,1.0
32543,2015,8484,0,25000,0.0,65.7,1.0
32544,2017,7278,0,23000,150.0,57.7,1.2
32545,2018,12877,0,16000,150.0,60.1,1.0
32546,2016,27925,0,11600,580.0,20.9,5.0
32547,2019,19990,0,8694,145.0,35.3,1.5
32548,2017,18500,1,14325,145.0,54.3,2.0
32549,2018,18680,0,3300,145.0,41.5,2.0
32550,2019,24680,1,3369,145.0,38.7,2.0
32551,2019,26780,0,4763,145.0,34.5,2.3
32552,2017,10680,0,19741,145.0,65.7,1.0
32553,2019,25890,1,4200,135.0,46.3,2.0
32554,2019,24500,0,13156,145.0,54.3,2.0
32555,2018,17500,0,4290,145.0,60.1,1.0
32556,2017,16000,0,19193,145.0,41.5,2.0
32557,2013,7999,0,26902,30.0,55.4,1.0
32558,2013,5999,0,59477,30.0,56.5,1.0
32559,2018,12499,0,14153,145.0,53.3,1.0
32560,2016,9999,0,23325,20.0,61.4,1.0
32561,2018,17999,0,20321,150.0,45.6,1.5
32562,2019,17999,0,11304,150.0,46.3,1.5
32563,2017,20999,1,24224,150.0,48.7,2.0
32564,2019,18999,0,8509,145.0,38.2,2.0
32565,2018,11499,1,32094,145.0,54.3,1.0
32566,2018,18890,0,18670,145.0,39.2,1.5
32567,2019,19990,1,9900,145.0,37.7,2.0
32568,2019,23780,1,12603,145.0,38.7,2.0
32569,2019,23890,1,8123,145.0,38.7,2.0
32570,2017,14990,0,13988,145.0,60.1,2.0
32571,2017,11550,1,30973,0.0,74.3,1.5
32572,2019,12980,0,15274,145.0,60.1,1.0
32573,2017,11890,1,38617,125.0,51.4,1.0
32574,2015,11500,0,28849,125.0,60.1,2.0
32575,2019,15890,0,12049,145.0,58.9,1.0
32576,2016,8990,0,14914,125.0,54.3,1.2
32577,2014,8995,1,19797,150.0,47.9,1.6
32578,2019,17900,1,1,145.0,45.6,1.0
32579,2016,14000,0,35194,205.0,41.5,2.0
32580,2016,14400,0,22973,205.0,41.5,2.0
32581,2017,10500,1,35377,0.0,57.7,1.0
32582,2019,15890,0,13773,145.0,58.9,1.0
32583,2019,17280,0,14319,145.0,34.4,1.5
32584,2019,13950,0,14459,145.0,58.9,1.0
32585,2017,13500,0,37071,125.0,60.1,2.0
32586,2017,19399,0,28225,145.0,56.5,2.0
32587,2017,16899,0,36545,145.0,56.5,2.0
32588,2018,9799,0,30701,145.0,65.7,1.0
32589,2018,10499,0,34683,145.0,65.7,1.0
32590,2019,15899,0,4058,145.0,60.1,1.0
32591,2019,16399,1,7805,145.0,48.7,1.0
32592,2019,15599,0,6123,145.0,58.9,1.0
32593,2018,16599,0,21517,145.0,54.3,2.0
32594,2015,13199,0,21696,145.0,54.3,2.0
32595,2018,13499,1,6476,145.0,48.7,1.0
32596,2017,13500,0,42744,145.0,60.1,2.0
32597,2018,12500,0,8455,145.0,60.1,1.0
32598,2017,10990,1,23224,150.0,51.4,1.0
32599,2015,9295,0,20578,20.0,60.1,1.0
32600,2017,8400,0,9796,150.0,54.3,1.2
32601,2018,11000,0,15591,150.0,65.7,1.0
32602,2018,11500,0,9487,150.0,65.7,1.0
32603,2018,12000,0,15711,150.0,62.8,1.0
32604,2019,16890,1,8147,150.0,48.7,1.0
32605,2018,18980,1,8011,150.0,47.9,2.0
32606,2017,8899,0,18207,125.0,54.3,1.2
32607,2017,16899,0,21065,145.0,41.5,2.0
32608,2019,18799,0,647,145.0,52.3,1.0
32609,2017,11599,0,15376,20.0,68.9,1.5
32610,2017,17299,0,12862,145.0,60.1,2.0
32611,2018,13799,0,11708,145.0,64.2,1.5
32612,2017,11499,0,8769,30.0,57.7,1.0
32613,2017,12599,0,4559,145.0,61.4,1.0
32614,2016,10000,0,17693,20.0,68.9,1.5
32615,2019,15699,0,7331,145.0,60.1,1.0
32616,2013,5495,1,56950,160.0,44.1,1.6
32617,2018,9995,0,27800,145.0,65.7,1.0
32618,2018,9995,0,28834,145.0,65.7,1.0
32619,2017,11500,0,22075,0.0,74.3,1.5
32620,2020,18995,0,24,145.0,51.4,1.0
32621,2018,7500,0,14446,145.0,57.7,1.2
32622,2019,17880,0,1,145.0,74.3,1.5
32623,2019,23880,1,3500,145.0,38.7,2.0
32624,2019,12000,0,784,145.0,47.9,1.2
32625,2019,18690,0,12557,145.0,35.3,1.5
32626,2017,18599,0,18418,200.0,41.5,2.0
32627,2017,9899,0,24270,145.0,65.7,1.0
32628,2018,19399,0,4883,145.0,47.9,1.5
32629,2018,13499,0,13377,145.0,60.1,1.0
32630,2018,12000,0,14652,145.0,56.5,1.0
32631,2018,11199,0,21600,145.0,56.5,1.0
32632,2019,15299,0,6164,145.0,58.9,1.0
32633,2019,16599,1,7885,145.0,48.7,1.0
32634,2019,15399,0,7720,145.0,58.9,1.0
32635,2019,15299,0,8347,145.0,58.9,1.0
32636,2017,17399,0,23833,145.0,54.3,2.0
32637,2018,15199,0,23500,145.0,60.1,2.0
32638,2018,10699,0,16901,145.0,65.7,1.0
32639,2018,10599,0,15098,145.0,65.7,1.0
32640,2019,26299,0,3764,145.0,34.5,2.3
32641,2017,18000,1,40838,145.0,52.3,2.0
32642,2019,26499,1,2741,145.0,38.7,2.0
32643,2018,18499,0,29553,145.0,41.5,2.0
32644,2019,12999,0,12914,145.0,56.5,1.0
32645,2019,11880,0,635,145.0,47.9,1.2
32646,2019,18850,0,15450,145.0,35.3,1.5
32647,2020,17799,0,1820,145.0,52.3,1.0
32648,2020,17999,0,755,145.0,53.3,1.0
32649,2020,22499,0,2813,145.0,51.4,2.0
32650,2020,15299,0,895,145.0,58.9,1.0
32651,2017,17199,0,32942,125.0,56.5,2.0
32652,2018,11000,0,13924,145.0,65.7,1.0
32653,2019,15799,0,1525,145.0,51.4,1.0
32654,2019,36799,1,10810,145.0,22.1,5.0
32655,2019,12940,0,8,145.0,43.5,1.2
32656,2019,11880,0,254,145.0,47.9,1.2
32657,2019,12350,0,451,145.0,47.9,1.2
32658,2019,11880,0,569,145.0,47.9,1.2
32659,2019,11500,0,503,145.0,47.9,1.2
32660,2019,12680,0,494,145.0,43.5,1.2
32661,2019,11890,0,206,145.0,47.9,1.2
32662,2019,12780,0,1120,145.0,43.5,1.2
32663,2019,9980,0,1074,145.0,47.9,1.2
32664,2019,18499,0,6956,145.0,58.9,1.5
32665,2019,20799,0,447,145.0,47.9,2.0
32666,2019,18499,0,7445,145.0,58.9,1.0
32667,2019,11299,0,2516,145.0,43.5,1.2
32668,2019,11199,0,2591,145.0,43.5,1.2
32669,2017,15299,0,12555,145.0,60.1,2.0
32670,2018,14500,0,7653,145.0,58.9,1.0
32671,2019,15899,0,7867,145.0,51.4,1.0
32672,2015,9899,0,13234,20.0,67.3,1.6
32673,2019,13899,0,15952,145.0,80.7,1.5
32674,2019,20599,0,2994,145.0,49.6,1.5
32675,2018,20199,0,10824,145.0,43.5,1.5
32676,2014,7399,1,40349,160.0,44.1,1.6
32677,2017,9399,0,13148,0.0,65.7,1.0
32678,2019,15799,0,8129,145.0,58.9,1.0
32679,2018,12399,0,15242,145.0,57.7,1.0
32680,2018,11499,0,23975,145.0,56.5,1.0
32681,2016,12699,0,26350,145.0,54.3,2.0
32682,2016,15799,1,30225,235.0,38.2,1.5
32683,2020,18499,0,7,145.0,52.3,1.0
32684,2017,13500,0,36552,145.0,60.1,2.0
32685,2017,8899,0,12289,125.0,54.3,1.2
32686,2017,17299,1,10154,235.0,38.2,2.0
32687,2017,19500,1,19141,145.0,54.3,2.0
32688,2019,20000,1,8988,145.0,58.9,2.0
32689,2019,18999,0,2500,145.0,34.4,1.5
32690,2018,20499,0,18482,145.0,41.5,2.0
32691,2017,18799,0,41569,125.0,56.5,2.0
32692,2017,12000,1,3925,0.0,57.7,1.0
32693,2017,13000,1,17525,125.0,51.4,1.0
32694,2017,11799,1,9016,0.0,57.7,1.0
32695,2019,11299,0,2691,145.0,43.5,1.2
32696,2017,14000,0,21491,145.0,64.2,1.5
32697,2018,14199,0,9293,145.0,54.3,1.0
32698,2019,15500,0,4293,145.0,60.1,1.0
32699,2018,12499,0,23776,145.0,54.3,1.0
32700,2019,12899,0,9855,145.0,56.5,1.0
32701,2018,9799,0,13691,145.0,55.4,1.1
32702,2018,12199,0,17288,145.0,56.5,1.0
32703,2018,12299,0,15379,145.0,58.9,1.0
32704,2018,12299,0,12485,145.0,56.5,1.0
32705,2019,16699,0,1536,145.0,51.4,1.0
32706,2017,9000,0,64195,145.0,74.3,1.5
32707,2017,10399,0,11270,145.0,65.7,1.0
32708,2017,10399,0,37258,145.0,53.3,1.0
32709,2019,19499,0,8987,145.0,38.2,2.0
32710,2019,15000,0,4563,145.0,60.1,1.0
32711,2017,8799,0,15393,125.0,54.3,1.2
32712,2017,11599,1,22183,160.0,44.8,1.5
32713,2017,14899,0,20668,145.0,60.1,2.0
32714,2017,11399,0,17980,145.0,60.1,1.0
32715,2018,11899,0,17298,145.0,60.1,1.0
32716,2018,12299,0,19850,145.0,60.1,1.0
32717,2017,11299,1,11051,145.0,44.1,1.6
32718,2017,18000,1,30591,145.0,61.4,2.0
32719,2017,13899,0,33606,125.0,60.1,2.0
32720,2018,15599,1,7839,145.0,45.6,1.0
32721,2017,8000,0,12164,30.0,57.7,1.2
32722,2018,8500,0,1216,145.0,57.7,1.2
32723,2018,12599,1,14788,145.0,54.3,1.0
32724,2016,8499,0,36158,0.0,88.3,1.5
32725,2019,12399,0,10241,145.0,56.5,1.0
32726,2017,16399,0,16222,145.0,67.3,2.0
32727,2020,15499,1,2056,145.0,48.7,1.0
32728,2019,13299,0,14389,145.0,55.4,1.0
32729,2018,14499,0,44934,145.0,64.2,1.5
32730,2016,21499,0,6906,125.0,56.5,2.0
32731,2019,11099,0,5376,145.0,43.5,1.2
32732,2017,18299,1,26309,145.0,54.3,2.0
32733,2018,14899,0,9600,145.0,54.3,1.0
32734,2018,19899,0,19485,145.0,41.5,2.0
32735,2019,18699,0,8883,145.0,58.9,1.0
32736,2017,10899,0,15445,145.0,65.7,1.0
32737,2017,12499,0,5698,145.0,57.7,1.0
32738,2018,14499,0,6478,145.0,54.3,1.0
32739,2018,16899,0,11533,145.0,60.1,1.0
32740,2019,17499,1,1260,145.0,67.3,1.5
32741,2018,10599,0,8890,145.0,65.7,1.0
32742,2018,12000,0,26000,145.0,62.8,1.0
32743,2018,12299,0,8800,145.0,65.7,1.0
32744,2019,12299,0,4132,145.0,48.7,1.1
32745,2019,15899,0,3572,145.0,60.1,1.0
32746,2016,16499,0,36209,125.0,56.5,2.0
32747,2016,15899,0,39886,125.0,56.5,2.0
32748,2017,16899,0,36791,145.0,56.5,2.0
32749,2019,16299,1,10233,145.0,48.7,1.0
32750,2017,11499,0,35763,125.0,51.4,1.5
32751,2019,17899,0,6880,145.0,60.1,1.0
32752,2017,11299,0,15506,145.0,53.3,1.0
32753,2017,9799,0,25999,145.0,64.2,1.1
32754,2019,16199,0,9808,145.0,51.4,1.0
32755,2018,12499,0,25174,145.0,54.3,1.0
32756,2017,16599,0,42385,145.0,56.5,2.0
32757,2017,19799,0,30008,145.0,56.5,2.0
32758,2016,10799,0,11294,20.0,60.1,1.0
32759,2018,9699,0,37700,145.0,65.7,1.0
32760,2019,17799,0,9708,145.0,54.3,1.5
32761,2017,18000,0,18140,145.0,60.1,2.0
32762,2019,16699,1,7147,145.0,48.7,1.0
32763,2019,14699,0,7556,145.0,60.1,1.0
32764,2019,14899,0,8614,145.0,60.1,1.0
32765,2019,15399,0,7957,145.0,55.4,1.0
32766,2019,14899,0,9063,145.0,58.9,1.0
32767,2019,15000,0,10097,145.0,55.4,1.0
32768,2019,12899,0,7949,145.0,56.5,1.0
32769,2017,11199,0,24543,30.0,55.4,1.0
32770,2017,19199,0,26577,145.0,56.5,2.0
32771,2018,11999,0,13072,145.0,57.7,1.0
32772,2018,11899,0,7657,145.0,58.9,1.0
32773,2017,11599,0,38590,145.0,74.3,1.5
32774,2017,10799,0,11224,145.0,65.7,1.0
32775,2019,15499,0,7175,145.0,55.4,1.0
32776,2017,11599,0,36539,0.0,74.3,1.5
32777,2017,10899,0,44864,145.0,60.1,1.0
32778,2014,8500,0,44654,0.0,74.3,1.5
32779,2019,16499,1,8291,145.0,48.7,1.0
32780,2017,15000,0,24244,125.0,60.1,2.0
32781,2017,15499,1,29984,30.0,61.4,2.0
32782,2017,10899,0,20303,20.0,68.9,1.5
32783,2019,18299,0,11119,145.0,38.2,2.0
32784,2017,9699,0,23424,20.0,62.8,1.0
32785,2018,15399,0,14693,145.0,51.4,1.5
32786,2015,10199,1,66576,145.0,52.3,2.0
32787,2018,16699,1,5266,145.0,48.7,1.0
32788,2016,19499,1,30265,160.0,48.7,2.0
32789,2017,9999,0,13823,145.0,65.7,1.0
32790,2016,10199,0,17810,20.0,62.8,1.0
32791,2017,13299,0,14889,145.0,74.3,1.5
32792,2018,16399,0,17609,145.0,60.1,1.0
32793,2018,10500,0,8631,145.0,65.7,1.0
32794,2017,10299,0,30963,125.0,52.3,1.0
32795,2017,10699,0,22625,0.0,74.3,1.5
32796,2016,14499,0,32000,125.0,60.1,2.0
32797,2017,10399,0,38697,145.0,61.4,1.0
32798,2017,9699,0,47843,145.0,60.1,1.0
32799,2015,9500,0,45506,20.0,68.9,2.0
32800,2018,14499,0,23387,145.0,54.3,1.0
32801,2018,13500,0,16612,145.0,57.7,1.0
32802,2018,12500,0,18101,145.0,57.7,1.0
32803,2018,12500,0,25264,145.0,57.7,1.0
32804,2017,5750,0,81942,150.0,57.7,1.2
32805,2015,8000,0,37617,125.0,53.3,1.0
32806,2017,10995,1,8800,165.0,44.8,1.5
32807,2017,14995,1,8800,240.0,38.2,1.5
32808,2017,8495,0,15000,150.0,54.3,1.2
32809,2018,16499,0,13900,145.0,60.1,2.0
32810,2019,15999,0,14296,145.0,60.1,1.0
32811,2017,9499,0,12000,125.0,54.3,1.2
32812,2017,8699,0,21149,125.0,54.3,1.2
32813,2015,10499,0,45594,125.0,60.1,2.0
32814,2018,11899,0,9673,145.0,61.4,1.0
32815,2014,8999,0,31335,20.0,67.3,1.6
32816,2016,14499,0,41148,200.0,41.5,2.0
32817,2017,12399,0,24016,145.0,47.9,1.6
32818,2017,11899,0,47178,30.0,64.2,1.5
32819,2017,10500,0,12440,145.0,65.7,1.0
32820,2017,14199,0,29375,145.0,64.2,1.5
32821,2018,14799,0,23109,145.0,51.4,1.0
32822,2019,14499,0,2222,145.0,54.3,1.0
32823,2017,10299,0,10709,145.0,64.2,1.1
32824,2017,9799,0,9857,125.0,54.3,1.2
32825,2017,9299,0,41844,145.0,60.1,1.0
32826,2015,15399,0,21533,145.0,54.3,2.0
32827,2018,9500,0,31119,145.0,65.7,1.0
32828,2018,17000,0,30646,145.0,60.1,2.0
32829,2018,12299,0,7956,145.0,65.7,1.0
32830,2018,11500,0,3938,145.0,55.4,1.1
32831,2017,10999,0,16251,145.0,60.1,1.0
32832,2018,12899,0,7562,145.0,54.3,1.0
32833,2018,8599,0,8755,145.0,57.7,1.2
32834,2019,18199,0,300,145.0,38.2,2.0
32835,2019,15799,0,7791,145.0,53.3,1.0
32836,2019,18999,0,6888,145.0,38.2,2.0
32837,2018,8199,0,21000,145.0,47.9,1.2
32838,2019,18399,0,12403,145.0,35.3,1.5
32839,2017,10499,0,12190,145.0,65.7,1.0
32840,2018,15999,1,11893,145.0,54.3,1.0
32841,2015,8199,1,18110,145.0,47.9,1.6
32842,2018,16199,0,13041,145.0,40.3,1.5
32843,2019,20999,0,4185,145.0,35.3,1.5
32844,2018,16499,0,10589,145.0,54.3,1.5
32845,2017,8099,0,9630,145.0,57.7,1.2
32846,2017,8499,0,18227,0.0,65.7,1.0
32847,2019,21999,1,10566,145.0,29.4,1.5
32848,2016,8699,0,18841,0.0,65.7,1.0
32849,2015,10699,0,21462,125.0,51.4,1.5
32850,2016,8995,0,33840,20.0,62.8,1.0
32851,2018,17495,0,20898,150.0,60.1,2.0
32852,2017,20495,0,19175,150.0,48.7,2.0
32853,2017,10995,0,15543,150.0,57.7,1.0
32854,2018,11995,0,12662,150.0,60.1,1.0
32855,2018,12495,0,20144,150.0,57.7,1.0
32856,2019,11495,0,3296,150.0,55.4,1.1
32857,2018,15495,0,16055,150.0,60.1,2.0
32858,2017,7495,0,31020,150.0,54.3,1.2
32859,2017,10995,0,12792,150.0,65.7,1.0
32860,2015,11108,0,41943,125.0,60.1,2.0
32861,2015,11108,0,41943,125.0,60.1,2.0
32862,2016,7250,0,26133,0.0,65.7,1.0
32863,2016,8820,0,25590,0.0,65.7,1.0
32864,2017,8400,0,22682,0.0,74.4,1.5
32865,2015,8000,1,58979,125.0,58.9,2.0
32866,2014,6500,0,65516,20.0,70.6,1.6
32867,2017,10490,0,20458,20.0,62.8,1.0
32868,2017,10890,0,19687,20.0,68.9,1.5
32869,2015,7610,0,43394,20.0,62.8,1.0
32870,2016,10505,1,23839,160.0,44.8,1.5
32871,2017,11500,1,14482,125.0,51.4,1.0
32872,2014,5295,1,71000,165.0,44.1,1.6
32873,2017,17495,0,27669,205.0,41.5,2.0
32874,2018,12495,0,15500,150.0,58.9,1.0
32875,2018,16500,1,6247,145.0,44.1,1.0
32876,2013,7300,0,22593,30.0,55.4,1.0
32877,2019,20700,1,2998,145.0,47.9,2.0
32878,2019,13000,0,662,145.0,43.5,1.2
32879,2019,13350,0,423,145.0,43.5,1.2
32880,2018,14999,0,7030,145.0,60.1,1.0
32881,2019,12999,0,12362,145.0,60.1,1.0
32882,2019,15499,0,9982,145.0,52.3,1.0
32883,2017,12699,0,36710,145.0,64.2,1.5
32884,2018,18999,0,8100,145.0,47.9,2.0
32885,2019,19799,0,3721,145.0,47.9,2.0
32886,2017,11799,0,15376,20.0,68.9,1.5
32887,2018,11999,0,20186,145.0,57.7,1.0
32888,2018,13699,0,13000,145.0,55.4,1.0
32889,2018,9499,0,33876,145.0,65.7,1.0
32890,2018,12899,0,10591,145.0,58.9,1.0
32891,2019,19699,0,9968,145.0,38.2,2.0
32892,2019,23699,0,1218,145.0,50.4,1.0
32893,2019,18299,0,4287,145.0,62.8,1.5
32894,2019,11599,0,5376,145.0,43.5,1.2
32895,2019,11299,0,4884,145.0,43.5,1.2
32896,2020,16999,0,836,145.0,51.4,1.0
32897,2020,20999,0,1501,145.0,80.7,1.5
32898,2018,13999,0,11625,145.0,54.3,1.0
32899,2018,14500,0,28991,145.0,64.2,1.5
32900,2017,7999,0,19707,145.0,57.7,1.2
32901,2019,16399,0,3419,145.0,52.3,1.0
32902,2019,12499,0,17115,145.0,58.9,1.0
32903,2018,9999,0,35259,145.0,65.7,1.0
32904,2018,16199,0,24492,145.0,54.3,2.0
32905,2018,18999,0,22989,145.0,54.3,2.0
32906,2015,13299,0,21662,145.0,54.3,2.0
32907,2018,9699,0,32421,145.0,65.7,1.0
32908,2019,14399,0,6051,145.0,58.9,1.0
32909,2017,9999,0,28488,145.0,65.7,1.0
32910,2018,18999,0,15761,145.0,41.5,2.0
32911,2019,17999,1,14989,145.0,67.3,1.5
32912,2019,15499,0,6339,145.0,58.9,1.0
32913,2019,11799,0,2032,145.0,43.5,1.2
32914,2018,16499,1,31316,145.0,54.3,2.0
32915,2016,10299,1,9320,20.0,64.2,1.5
32916,2017,21999,1,15600,160.0,48.7,2.0
32917,2017,18799,0,23278,125.0,51.4,2.0
32918,2017,9799,0,15280,20.0,68.9,1.5
32919,2019,15499,0,3370,145.0,60.1,1.0
32920,2017,11500,0,8937,0.0,65.7,1.0
32921,2016,10199,1,9320,20.0,64.2,1.5
32922,2014,5995,0,55000,0.0,65.7,1.0
32923,2017,10799,0,32194,0.0,74.3,1.5
32924,2019,20999,1,12598,145.0,31.0,1.5
32925,2018,19999,0,9560,145.0,41.5,2.0
32926,2017,9999,0,16785,30.0,64.2,1.5
32927,2015,6999,0,65419,0.0,74.3,1.5
32928,2016,9499,0,61223,0.0,78.5,1.5
32929,2019,32499,1,6852,145.0,37.2,2.0
32930,2020,16999,0,1812,145.0,52.3,1.0
32931,2020,16999,0,775,145.0,51.4,1.0
32932,2019,18399,0,7758,145.0,47.9,2.0
32933,2019,16499,0,9751,145.0,55.4,1.0
32934,2017,8799,0,52946,145.0,60.1,1.0
32935,2018,10999,0,20498,145.0,56.5,1.0
32936,2018,18999,0,11258,145.0,41.5,2.0
32937,2016,10399,0,6782,0.0,65.7,1.0
32938,2018,13799,0,13000,145.0,55.4,1.0
32939,2017,12299,0,12035,30.0,55.4,1.0
32940,2019,15500,0,4918,145.0,58.9,1.0
32941,2019,14500,0,11498,145.0,58.9,1.0
32942,2018,19199,1,25700,145.0,52.3,2.0
32943,2017,18399,0,32331,145.0,56.5,2.0
32944,2019,18999,0,9121,145.0,58.9,1.0
32945,2019,16299,0,13592,145.0,60.1,1.0
32946,2019,17499,0,11692,145.0,47.9,2.0
32947,2019,17999,0,4451,145.0,60.1,1.0
32948,2018,7799,0,16658,145.0,57.7,1.2
32949,2018,10199,0,34981,145.0,65.7,1.0
32950,2019,13499,0,9855,145.0,56.5,1.0
32951,2018,10899,0,14763,145.0,58.9,1.0
32952,2017,11599,0,23436,145.0,60.1,1.0
32953,2018,14999,0,25199,145.0,48.7,1.5
32954,2017,18999,0,24434,145.0,56.5,2.0
32955,2020,22999,1,6897,145.0,58.9,2.0
32956,2017,18399,0,21000,145.0,41.5,2.0
32957,2017,10199,0,14251,145.0,65.7,1.0
32958,2017,17799,1,18370,145.0,38.2,1.5
32959,2019,19599,0,4297,145.0,47.9,2.0
32960,2017,14999,0,20668,145.0,60.1,2.0
32961,2017,10699,1,11051,145.0,44.1,1.6
32962,2016,8999,0,32332,125.0,54.3,1.2
32963,2019,12899,0,18065,145.0,47.9,1.0
32964,2018,11999,0,15800,145.0,58.9,1.5
32965,2019,16399,1,8227,145.0,48.7,1.0
32966,2017,11199,0,22625,0.0,74.3,1.5
32967,2018,13500,0,14769,145.0,74.3,1.5
32968,2017,9920,0,23357,145.0,55.4,1.0
32969,2015,8250,0,39557,0.0,74.3,1.5
32970,2013,3999,0,60000,30.0,57.7,1.2
32971,2017,11180,1,7456,145.0,54.3,1.0
32972,2019,15199,0,12892,145.0,60.1,1.0
32973,2018,9899,0,9310,145.0,65.7,1.0
32974,2018,10499,0,12289,145.0,65.7,1.0
32975,2018,10799,0,34312,145.0,65.7,1.0
32976,2018,10599,0,7363,145.0,55.4,1.1
32977,2019,19499,0,11359,145.0,38.2,2.0
32978,2019,23999,0,871,145.0,50.4,1.0
32979,2018,12399,0,29099,145.0,74.3,1.5
32980,2019,17499,0,8588,145.0,60.1,1.0
32981,2018,12899,0,14877,145.0,68.9,1.5
32982,2018,11799,0,15119,145.0,60.1,1.0
32983,2018,13899,0,14563,145.0,80.7,1.5
32984,2019,12999,0,15263,145.0,55.4,1.0
32985,2017,16999,0,11980,145.0,60.1,2.0
32986,2017,16799,0,25503,145.0,54.3,2.0
32987,2019,19990,0,3068,145.0,50.4,1.0
32988,2017,10900,0,8748,145.0,52.3,1.0
32989,2018,11200,0,16323,145.0,65.7,1.0
32990,2018,13200,1,16466,145.0,54.3,1.0
32991,2017,10600,0,31125,145.0,64.2,1.5
32992,2019,16600,0,4874,145.0,51.4,1.0
32993,2018,13790,1,17643,145.0,51.4,1.0
32994,2017,16699,0,14448,145.0,60.1,2.0
32995,2019,16299,1,7569,145.0,48.7,1.0
32996,2019,20000,0,4144,145.0,35.3,1.5
32997,2018,15799,0,13500,145.0,60.1,2.0
32998,2017,14499,1,12572,145.0,46.3,1.5
32999,2017,12799,1,13768,145.0,51.4,1.0
33000,2019,18899,0,5687,145.0,51.4,1.5
33001,2016,16499,0,33071,125.0,43.5,2.0
33002,2017,10299,0,21152,145.0,65.7,1.0
33003,2018,9499,0,15567,145.0,64.2,1.1
33004,2017,9399,0,18401,145.0,65.7,1.0
33005,2019,13399,0,7990,145.0,56.5,1.0
33006,2018,12699,0,7924,145.0,54.3,1.0
33007,2017,10999,1,11963,160.0,44.8,1.5
33008,2014,12399,0,30388,235.0,39.2,2.0
33009,2017,11499,0,12485,0.0,65.7,1.0
33010,2017,9299,0,14226,0.0,65.7,1.0
33011,2018,13299,0,8207,145.0,58.9,1.0
33012,2019,12699,0,10735,145.0,58.9,1.0
33013,2019,17499,0,3169,145.0,60.1,1.0
33014,2017,18499,1,23041,145.0,54.3,2.0
33015,2019,18900,0,1318,145.0,60.1,1.0
33016,2019,14300,0,14711,145.0,58.9,1.0
33017,2017,11499,1,19145,0.0,57.7,1.0
33018,2017,17890,0,26181,145.0,41.5,2.0
33019,2016,9490,0,23698,20.0,62.8,1.0
33020,2020,20490,1,6041,145.0,67.3,1.5
33021,2019,12990,0,3497,145.0,55.4,1.1
33022,2018,12340,0,4103,145.0,58.9,1.0
33023,2020,17990,1,2425,145.0,40.9,1.0
33024,2020,19990,0,2629,145.0,55.4,1.0
33025,2020,20990,0,1853,145.0,49.6,1.0
33026,2020,22490,0,3492,145.0,60.1,1.0
33027,2019,13800,0,10521,145.0,55.4,1.0
33028,2019,15290,0,7512,145.0,60.1,1.0
33029,2017,8700,0,28438,0.0,65.7,1.0
33030,2017,8990,0,26262,0.0,65.7,1.0
33031,2018,15390,1,2240,145.0,48.7,1.0
33032,2016,9990,0,21743,125.0,53.3,1.0
33033,2018,13490,0,17299,145.0,74.3,1.5
33034,2018,13290,0,20275,145.0,74.3,1.5
33035,2019,15190,0,1678,145.0,60.1,1.0
33036,2014,9990,0,61590,160.0,47.9,2.0
33037,2014,7721,0,66941,145.0,47.9,1.6
33038,2013,5830,0,32179,30.0,54.3,1.2
33039,2013,7820,0,17066,0.0,65.7,1.0
33040,2013,5990,0,45055,30.0,54.3,1.2
33041,2019,16990,0,10194,150.0,58.9,1.0
